=== Kernel Computation Profiling (All Functions) ===

 Count  Overhead File                    Line Function
     2         0 …compiler/typeinfer.jl   741 type_annotate!(interp::Core.Compi…
   817         0 …compiler/typeinfer.jl   216 typeinf(interp::Core.Compiler.Nat…
    28         0 …compiler/typeinfer.jl   871 typeinf_edge(interp::Core.Compile…
     1         0 …compiler/typeinfer.jl   872 typeinf_edge(interp::Core.Compile…
     4         0 …compiler/typeinfer.jl   919 typeinf_edge(interp::Core.Compile…
    22         0 …compiler/typeinfer.jl   920 typeinf_edge(interp::Core.Compile…
   793         0 …compiler/typeinfer.jl   930 typeinf_edge(interp::Core.Compile…
     1         0 …compiler/typeinfer.jl  1048 typeinf_ext(interp::Core.Compiler…
   817         0 …compiler/typeinfer.jl  1051 typeinf_ext(interp::Core.Compiler…
   818         0 …compiler/typeinfer.jl  1078 typeinf_ext_toplevel(mi::Core.Met…
   818         0 …compiler/typeinfer.jl  1082 typeinf_ext_toplevel(interp::Core…
     1         1 …mpiler/typelattice.jl   718 invalidate_slotwrapper
     2         0 …mpiler/typelattice.jl   302 is_lattice_bool
     1         1 …mpiler/typelattice.jl   713 schanged
     2         0 …mpiler/typelattice.jl   782 stoverwrite!
     1         0 …mpiler/typelattice.jl   790 stoverwrite1!
     1         0 …mpiler/typelattice.jl   754 stupdate!(lattice::Core.Compiler.…
     2         2 …mpiler/typelattice.jl   693 widenconst
     1         1 …mpiler/typelattice.jl   693 widenconst(c::Core.Const)
     1         1 …mpiler/typelattice.jl   697 widenconst(t::Type)
     1         1 …mpiler/typelattice.jl   248 widenslotwrapper
     2         0 …mpiler/typelattice.jl   397 ⊑(lattice::Core.Compiler.Inferenc…
     2         0 …mpiler/typelattice.jl   432 ⊑
     5         0 …mpiler/typelattice.jl   508 ⊑(lattice::Core.Compiler.Partials…
     2         2 …mpiler/typelattice.jl   519 ⊑(lattice::Core.Compiler.ConstsLa…
     3         0 …mpiler/typelattice.jl   530 ⊑(lattice::Core.Compiler.ConstsLa…
     1         0 …ompiler/typelimits.jl   295 issimpleenoughtype(t::Any)
     1         1 …ompiler/typelimits.jl     ? issimplertype(𝕃::Core.Compiler.Pa…
     1         0 …ompiler/typelimits.jl   323 issimplertype(𝕃::Core.Compiler.Pa…
     2         0 …ompiler/typelimits.jl   453 tmerge(lattice::Core.Compiler.Inf…
     1         0 …ompiler/typelimits.jl   493 tmerge(lattice::Core.Compiler.Con…
     1         0 …ompiler/typelimits.jl   533 tmerge
     2         0 …ompiler/typelimits.jl   609 tmerge(lattice::Core.Compiler.Par…
     1         0 …ompiler/typelimits.jl   651 tmerge(lattice::Core.Compiler.Par…
     1         0 …ompiler/typelimits.jl   663 tmerge(lattice::Core.Compiler.Con…
     1         0 …ompiler/typelimits.jl   679 tmerge(::Core.Compiler.JLTypeLatt…
     2         0 …ompiler/typelimits.jl   367 tmerge_fast_path(lattice::Core.Co…
     1         1 …ompiler/typelimits.jl   698 tmerge_types_slow(typea::Type, ty…
     1         0 …ompiler/typelimits.jl   292 union_count_abstract
     5         0 …ase/compiler/types.jl    88 InferenceResult
     1         0 …ase/compiler/types.jl    90 InferenceResult
     1         1 …ase/compiler/types.jl   504 getresult(info::Core.Compiler.Cal…
     1         1 …ase/compiler/types.jl   503 getsplit(info::Core.Compiler.Call…
     1         1 …ase/compiler/types.jl   470 typeinf_lattice
     1         0 …compiler/typeutils.jl    57 (::Core.Compiler.var"#355#356")(a…
    12        11 …compiler/typeutils.jl    57 argtypes_to_type
     4         0 …compiler/typeutils.jl   200 hasintersect
     1         1 …compiler/typeutils.jl   374 is_immutable_argtype(argtype::Any)
     1         1 …compiler/typeutils.jl   393 is_mutation_free_argtype(argtype:…
     2         0 …compiler/typeutils.jl   393 is_mutation_free_argtype
     1         1 …compiler/utilities.jl   216 #specialize_method#289
     2         2 …compiler/utilities.jl   222 #specialize_method#289
    29        29 …compiler/utilities.jl   224 #specialize_method#289
     4         0 …compiler/utilities.jl   228 specialize_method(match::Core.Met…
     1         1 …compiler/utilities.jl    18 _any
     1         0 …compiler/utilities.jl    22 any
     1         0 …compiler/utilities.jl    43 anymap(f::Core.Compiler.var"#355#…
     1         0 …compiler/utilities.jl    39 contains_is
     1         0 …compiler/utilities.jl    85 count_const_size
     1         0 …compiler/utilities.jl    89 count_const_size(x::Any, count_se…
     1         0 …compiler/utilities.jl   387 find_ssavalue_uses(body::Vector{A…
     1         0 …compiler/utilities.jl   399 find_ssavalue_uses(body::Vector{A…
     1         0 …compiler/utilities.jl   415 find_ssavalue_uses(e::Expr, uses:…
     1         1 …compiler/utilities.jl   159 get_compileable_sig
     1         0 …compiler/utilities.jl   105 is_inlineable_constant
     1         1 …compiler/utilities.jl   110 is_nospecializeinfer
     1         1 …compiler/utilities.jl   171 isa_compileable_sig
     1         0 …compiler/utilities.jl   444 mark_throw_blocks!(src::Core.Code…
    14        14 …compiler/utilities.jl   143 retrieve_code_info
    32         0 …compiler/utilities.jl   212 specialize_method
     5         1 …compiler/utilities.jl   227 specialize_method
     1         0 …compiler/utilities.jl   357 ssamap(f::Core.Compiler.var"#413#…
     2         0 …compiler/utilities.jl   358 ssamap(f::Core.Compiler.var"#413#…
     1         1 …ompiler/validation.jl    64 validate_code_in_debug_mode(linfo…
     1         1 @Base/error.jl            35 error(s::String)
     2         2 @Base/error.jl            44 error()
     1         1 @Base/essentials.jl        ? finish_current_bb!(compact::Core.…
     1         1 @Base/essentials.jl        ? getindex
   245       245 @Base/essentials.jl       13 getindex
   324       324 @Base/essentials.jl       14 getindex
    69        69 @Base/essentials.jl      647 ifelse
     2         2 @Base/essentials.jl       10 length
     1         0 @Base/essentials.jl      773 length
   383       383 @Base/essentials.jl      581 reinterpret
    12        12 @Base/essentials.jl      650 setindex!
     1         1 @Base/essentials.jl      631 sizeof
     8         0 @Base/expr.jl             41 copy(e::Expr)
     7         0 @Base/expr.jl             75 copy(c::Core.CodeInfo)
     1         0 @Base/expr.jl             76 copy(c::Core.CodeInfo)
     1         0 @Base/expr.jl             81 copy(c::Core.CodeInfo)
     1         0 @Base/expr.jl             82 copy(c::Core.CodeInfo)
    12         1 @Base/expr.jl             68 copy_exprargs(x::Vector{Any})
     2         2 @Base/expr.jl             45 copy_exprs(x::Any)
     8         0 @Base/expr.jl             46 copy_exprs(x::Any)
   449       449 @Base/float.jl           411 *
   723       723 @Base/float.jl           409 +
   392       392 @Base/float.jl           410 -
     2         2 @Base/float.jl           412 /
    23        23 @Base/float.jl           537 <=
   311       311 @Base/float.jl           610 abs
   517       517 @Base/float.jl           414 muladd
    74        74 @Base/floatfuncs.jl        5 copysign
     1         0 @Base/generator.jl        47 iterate
     1         0 @Base/iddict.jl           30 IdDict
     1         1 @Base/iddict.jl          146 _oidd_nextind
     2         2 @Base/iddict.jl          102 get
     2         0 @Base/iddict.jl          192 in
     2         0 @Base/iddict.jl          149 iterate
     1         0 @Base/iddict.jl          151 iterate
     1         0 @Base/idset.jl             7 IdSet
     1         1 @Base/idset.jl             ? typeinf_local(interp::Core.Compil…
     1         0 @Base/indices.jl         393 iterate
   294       294 @Base/int.jl             347 &
   126         0 @Base/int.jl            1068 &
   142       142 @Base/int.jl              87 +
     5         5 @Base/int.jl              86 -
     3         0 @Base/int.jl            1068 -
    83        83 @Base/int.jl              83 <
     1         1 @Base/int.jl             513 <
     1         0 @Base/int.jl             520 <
    46        46 @Base/int.jl             529 <<
    46         0 @Base/int.jl             536 <<
     1         1 @Base/int.jl             514 <=
     1         0 @Base/int.jl             518 ==
    25        25 @Base/int.jl             527 >>
   159       159 @Base/int.jl             528 >>
   184         0 @Base/int.jl             534 >>
     2         2 @Base/int.jl               ? macro expansion
     1         0 @Base/int.jl             546 rem
    22        22 @Base/int.jl             372 |
     1         0 @Base/iterators.jl       420 _zip_iterate_all
     1         0 @Base/iterators.jl       428 _zip_iterate_some
     1         0 @Base/iterators.jl       430 _zip_iterate_some
     1         0 @Base/iterators.jl       410 iterate
     1         1 @Base/iterators.jl       519 iterate(::Core.Compiler.Iterators…
 19828         0 @Base/loading.jl        2136 _include(mapexpr::Function, mod::…
 19828         0 @Base/loading.jl        2076 include_string(mapexpr::typeof(id…
   432        45 @Base/math.jl           1248 ^
   167         0 @Base/math.jl            186 evalpoly
   167         0 @Base/math.jl            187 macro expansion
    92        92 @Base/math.jl              ? pow_body(x::Float64, n::Int64)
    82        82 @Base/math.jl           1251 pow_body(x::Float64, n::Int64)
    18         0 @Base/math.jl           1254 pow_body(x::Float64, n::Int64)
    19         0 @Base/math.jl           1255 pow_body(x::Float64, n::Int64)
    25         0 @Base/math.jl           1262 pow_body(x::Float64, n::Int64)
    27         0 @Base/math.jl           1263 pow_body(x::Float64, n::Int64)
    36         0 @Base/math.jl           1268 pow_body(x::Float64, n::Int64)
     1         0 @Base/math.jl           1269 pow_body(x::Float64, n::Int64)
    23         0 @Base/math.jl           1270 pow_body(x::Float64, n::Int64)
    32         0 @Base/math.jl           1273 pow_body(x::Float64, n::Int64)
    69         0 @Base/math.jl           1274 pow_body(x::Float64, n::Int64)
     1         0 @Base/math.jl             56 two_mul
     1         1 …e/multidimensional.jl   427 __inc
     2         0 …e/multidimensional.jl   889 _getindex
     2         0 …e/multidimensional.jl   903 _unsafe_getindex
     2         0 …e/multidimensional.jl   912 _unsafe_getindex!
   522         0 …e/multidimensional.jl   696 getindex
     1         0 …e/multidimensional.jl   408 iterate
     1         0 …e/multidimensional.jl   917 macro expansion
  3893         0 …e/multidimensional.jl   698 setindex!
     1         0 none                       ? #439
  2815         0 none                       ? (::Main.MKL.var"#6#11"{Matrix{Flo…
  1114         0 none                       ? (::Main.MKL.var"#7#12"{Matrix{Flo…
     1         0 @Base/number.jl            7 convert
     1         0 @Base/operators.jl       276 !=
    38         0 @Base/operators.jl       587 *
    52         0 @Base/operators.jl       378 >
     1         1 @Base/pointer.jl         119 unsafe_load
    36         0 @Base/promotion.jl       423 *
    36         0 @Base/promotion.jl       422 +
   321         0 @Base/promotion.jl       424 -
    33        33 @Base/promotion.jl       521 ==
     1         1 @Base/range.jl             ? compute_inlining_cases(info::Core…
     1         1 @Base/range.jl             ? find_throw_blocks(code::Vector{An…
    19         4 @Base/range.jl           901 iterate
  8095         0 @Base/reduce.jl          175 #mapfoldl#298
  8095         0 @Base/reduce.jl          307 #mapreduce#302
  8095         0 @Base/reduce.jl          535 #sum#305
  8095         0 @Base/reduce.jl          564 #sum#306
  4166         0 @Base/reduce.jl           86 BottomRF
  8095         0 @Base/reduce.jl          100 MappingRF
   389         0 @Base/reduce.jl           58 _foldl_impl(op::Base.MappingRF{Ma…
  7706         0 @Base/reduce.jl           62 _foldl_impl(op::Base.MappingRF{Ma…
  4166         0 @Base/reduce.jl           24 add_sum
  8095         0 @Base/reduce.jl           48 foldl_impl
  8095         0 @Base/reduce.jl          175 mapfoldl
  8095         0 @Base/reduce.jl           44 mapfoldl_impl
  8095         0 @Base/reduce.jl          307 mapreduce
  8095         0 @Base/reduce.jl          535 sum
  8095         0 @Base/reduce.jl          564 sum
    63        63 @Base/reflection.jl     1031 _methods_by_ftype(t::Any, mt::Not…
     1         1 @Base/reflection.jl     2064 get_world_counter
     2         2 @Base/reflection.jl      670 has_free_typevars
     2         2 @Base/reflection.jl      251 isconst
     1         1 @Base/reflection.jl      675 isdispatchelem
     1         1 @Base/reflection.jl      638 ismutationfree(t::Any)
     1         1 @Base/reflection.jl      741 issingletontype
     7         7 @Base/reflection.jl      749 typeintersect
     1         1 @Base/refvalue.jl          8 RefValue
   105       105 @Base/simdloop.jl          ? macro expansion
    65        55 @Base/simdloop.jl         75 macro expansion
  9166         0 @Base/simdloop.jl         77 macro expansion
    63         0 @Base/simdloop.jl         78 macro expansion
     1         0 @Base/simdloop.jl         84 macro expansion
  2646       660 @Base/special/exp.jl     327 exp(x::Float64)
   126         0 @Base/special/exp.jl     209 exp_impl
    51         0 @Base/special/exp.jl     210 exp_impl
    65         0 @Base/special/exp.jl     211 exp_impl
     5         0 @Base/special/exp.jl     212 exp_impl
   124         0 @Base/special/exp.jl     213 exp_impl
    25         0 @Base/special/exp.jl     214 exp_impl
   676         0 @Base/special/exp.jl     215 exp_impl
   314         0 @Base/special/exp.jl     216 exp_impl
   294        11 @Base/special/exp.jl     218 exp_impl
    46         0 @Base/special/exp.jl     228 exp_impl
   260         0 @Base/special/exp.jl     229 exp_impl
   199         0 @Base/special/exp.jl      78 expm1b_kernel
   126         0 @Base/special/exp.jl     179 table_unpack
    50        50 @Base/special/exp.jl     180 table_unpack
   182         0 @Base/special/exp.jl     181 table_unpack
   318         0 @Base/special/exp.jl     182 table_unpack
    46        46 …special/hyperbolic.jl     ? tanh(x::Float64)
    88        88 …special/hyperbolic.jl   143 tanh(x::Float64)
     5         0 …special/hyperbolic.jl   154 tanh(x::Float64)
    21        21 …special/hyperbolic.jl   155 tanh(x::Float64)
   136        25 …special/hyperbolic.jl   156 tanh(x::Float64)
   329         3 …special/hyperbolic.jl   157 tanh(x::Float64)
   431         0 …special/hyperbolic.jl   158 tanh(x::Float64)
    93         0 …special/hyperbolic.jl   133 tanh_kernel
     8         8 @Base/tuple.jl           196 first(::Tuple{})
     1         1 @Base/tuple.jl            31 getindex
     2         2 @Base/tuple.jl           617 in
     1         1 …/src/LinearAlgebra.jl   274 throw_uplo()
    16         0 …gebra/src/adjtrans.jl   328 getindex
    27         0 …gebra/src/adjtrans.jl   361 similar
    50        50 …arAlgebra/src/blas.jl  1524 gemm!(transA::Char, transB::Char,…
    34        34 …arAlgebra/src/blas.jl  1784 syrk!(uplo::Char, trans::Char, al…
   250         0 …Algebra/src/matmul.jl   113 *(A::Matrix{Float64}, B::LinearAl…
   139         0 …Algebra/src/matmul.jl   385 copytri!
   126         0 …Algebra/src/matmul.jl   389 copytri!
    13         0 …Algebra/src/matmul.jl   390 copytri!
    50         0 …Algebra/src/matmul.jl   605 gemm_wrapper!(C::Matrix{Float64},…
   173         0 …Algebra/src/matmul.jl   346 generic_matmatmul!
    50         0 …Algebra/src/matmul.jl   352 generic_matmatmul!
   223         0 …Algebra/src/matmul.jl   237 mul!
   223         0 …Algebra/src/matmul.jl   263 mul!
   173         0 …Algebra/src/matmul.jl   512 syrk_wrapper!(C::Matrix{Float64},…
     7         0 …ers/DenseAxisArray.jl   534 _broadcast_axes_check(x::Tuple{})
   250         0 …c/MKL/multi_kernel.jl   116 compute_kernels(X1::Matrix{Float6…
     4         3 …c/MKL/multi_kernel.jl   136 compute_kernels(X1::Matrix{Float6…
     4         4 …c/MKL/multi_kernel.jl   137 compute_kernels(X1::Matrix{Float6…
  1460        66 …c/MKL/multi_kernel.jl   138 compute_kernels(X1::Matrix{Float6…
    18        16 …c/MKL/multi_kernel.jl   141 compute_kernels(X1::Matrix{Float6…
  1629       461 …c/MKL/multi_kernel.jl   142 compute_kernels(X1::Matrix{Float6…
  2634        37 …c/MKL/multi_kernel.jl   143 compute_kernels(X1::Matrix{Float6…
  1908        36 …c/MKL/multi_kernel.jl   148 compute_kernels(X1::Matrix{Float6…
  4002         0 …c/MKL/multi_kernel.jl   152 compute_kernels(X1::Matrix{Float6…
  1161         0 …c/MKL/multi_kernel.jl   153 compute_kernels(X1::Matrix{Float6…
  4093         0 …c/MKL/multi_kernel.jl   157 compute_kernels(X1::Matrix{Float6…
   653         0 …c/MKL/multi_kernel.jl   158 compute_kernels(X1::Matrix{Float6…
Total snapshots: 20206. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
